,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed,Magnitude,Score,Count,IsMixed
8230,2,2,266,0,2,4,7,0,1,1,2,2,2,1,1,0,41326,0,3.0,3,2.4,0.3,3634,0
8231,1,1,307,0,3,7,0,0,2,1,2,2,2,1,5,0,41336,0,4.0,1,1.6,0.1,5927,1
8232,2,1,266,0,3,4,5,7,1,1,2,2,3,1,3,0,41326,0,22.0,3,1.0,0.3,3634,0
8233,1,4,307,307,2,2,7,0,1,2,3,1,1,1,1,0,41326,0,2.0,4,0.9,0.4,5927,1
8234,1,3,307,0,2,2,4,7,2,1,1,1,2,1,1,50,41326,0,1.0,4,0.1,0.1,5927,1
8235,2,2,266,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,0,4.0,2,2.6,0.8,3634,0
8236,1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41327,0,2.0,3,0.8,0.0,5927,1
8237,2,3,292,0,2,1,2,7,1,1,2,1,2,2,1,0,41326,0,2.0,1,0.5,0.5,264,0
8238,2,12,266,0,2,6,0,0,3,1,1,2,2,1,1,0,41361,0,1.0,1,0.3,0.3,3634,0
8239,1,5,307,0,2,1,0,0,2,1,1,1,1,1,1,250,41326,1,4.0,4,1.3,0.1,5927,1
8240,1,2,307,307,2,5,0,0,2,2,1,1,2,1,1,0,41326,0,4.0,2,0.0,0.0,5927,1
8241,2,5,266,266,2,1,4,7,1,1,2,2,2,1,1,0,41401,0,3.0,3,0.0,0.0,3634,1
8242,2,2,266,0,2,5,7,0,1,1,1,1,2,1,1,0,41326,0,3.0,1,2.2,0.3,3634,0
8243,2,2,266,0,3,1,5,7,1,1,3,3,3,1,8,0,41326,0,1.0,4,0.4,0.2,3634,0
8244,1,84,205,0,2,5,0,0,2,1,1,1,1,1,1,0,41326,0,1.0,3,2.0,0.4,190,0
8245,2,1,266,0,3,2,5,6,1,1,2,1,2,1,2,0,41401,0,1.0,1,4.8,0.4,3634,0
8246,1,12,307,307,2,2,3,4,2,2,3,3,3,1,1,0,41326,0,4.0,1,1.2,0.6,5927,1
8247,2,0,299,0,3,1,5,7,2,1,2,2,2,1,3,0,41326,0,9.0,1,0.6,-0.6,342,0
8248,1,0,307,307,3,1,2,7,1,1,3,3,3,3,5,0,41401,0,10.0,3,1.4,0.0,5927,1
8249,1,12,307,109,2,2,3,0,2,2,1,1,1,1,1,0,41326,1,20.0,3,2.4,0.3,5927,1
8250,1,10,197,307,2,7,0,0,2,1,3,3,3,1,2,0,41401,0,5.0,2,2.3,0.0,2,1
8251,1,4,307,0,1,1,2,0,2,2,2,1,2,2,1,0,41326,0,5.0,2,1.0,0.0,5927,1
8252,1,1,307,0,3,1,2,0,2,1,2,2,2,1,6,0,41401,0,5.0,4,0.2,0.2,5927,1
8253,1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,1.0,1,0.0,0.0,5927,1
8254,1,2,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41330,0,5.0,1,4.1,0.3,5927,1
8255,1,24,169,0,2,2,5,0,1,3,1,1,1,1,1,200,41326,0,3.0,3,3.0,0.6,18,0
8256,1,1,307,307,2,7,0,0,2,2,1,1,2,1,1,0,41326,0,1.0,3,0.0,0.0,5927,1
8257,1,48,69,0,2,2,3,0,1,3,1,3,3,2,1,0,41401,0,3.0,2,1.0,0.1,41,0
8258,1,2,307,0,1,1,0,0,2,2,1,1,2,1,1,0,41326,0,1.0,2,2.2,0.4,5927,1
8259,2,8,264,0,1,7,0,0,3,3,3,3,1,1,1,100,41326,0,5.0,1,0.9,0.4,296,0
8260,1,11,307,141,2,5,0,0,2,2,2,1,1,1,1,0,41325,0,2.0,4,1.8,0.1,5927,1
8261,2,18,304,288,3,2,5,0,3,2,3,3,2,1,5,50,41401,0,5.0,2,3.1,0.1,7,1
8262,2,5,266,0,3,1,2,4,2,2,1,1,2,1,5,0,41326,0,17.0,3,0.7,0.7,3634,0
8263,1,12,307,0,1,7,0,0,2,1,2,2,2,1,1,0,41401,0,2.0,4,0.7,-0.3,5927,1
8264,1,18,233,0,1,1,0,0,2,1,1,1,1,1,1,0,41332,0,20.0,1,5.6,0.5,2,0
8265,1,24,307,0,1,1,0,0,2,1,1,1,1,1,1,0,41401,0,2.0,3,3.2,0.3,5927,1
8266,2,2,276,285,2,1,6,7,2,2,2,1,2,1,1,180,41401,0,1.0,2,2.5,0.8,34,1
8267,1,77,195,0,1,6,0,0,2,1,1,1,1,1,1,0,41401,0,3.0,2,0.0,0.0,69,0
8268,2,4,266,264,2,1,4,7,2,3,2,2,2,1,1,15,41326,0,2.0,1,1.7,0.8,3634,1
8269,1,24,307,0,2,1,0,0,3,1,1,1,1,1,1,0,41326,0,1.0,2,0.6,0.3,5927,1
8270,2,2,299,0,2,6,0,0,1,1,2,2,2,1,1,0,41326,0,7.0,3,1.1,0.2,342,0
8271,1,36,307,0,2,2,7,0,2,1,3,3,3,1,1,0,41326,0,5.0,3,3.1,0.2,5927,1
8272,2,12,265,265,2,1,6,7,2,1,1,1,1,1,1,0,41326,0,9.0,4,1.4,0.7,1258,1
8273,2,4,249,0,1,1,6,7,2,2,1,1,2,1,1,0,41326,0,7.0,2,4.2,0.8,19,0
8274,1,2,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41326,0,3.0,1,0.7,0.3,5927,1
8275,2,0,266,0,3,1,3,7,1,1,2,2,2,1,4,0,41401,0,3.0,3,1.7,-0.3,3634,0
8276,1,8,69,69,1,2,4,5,2,3,2,1,2,1,1,0,41361,0,1.0,1,0.8,0.8,41,1
8277,2,7,266,0,2,1,0,0,2,1,3,1,3,1,1,0,41401,0,10.0,4,0.2,0.2,3634,0
8278,2,2,266,0,1,2,3,7,2,1,2,2,2,1,1,10,41326,0,5.0,3,0.3,0.3,3634,0
8279,1,12,307,0,2,4,5,0,2,2,1,1,1,1,1,0,41401,0,2.0,3,0.0,0.0,5927,1
8280,2,2,265,0,3,1,2,7,2,2,2,2,2,1,3,10,41401,1,6.0,2,0.8,0.8,1258,0
8281,1,5,103,0,1,2,3,0,2,2,1,1,2,1,1,0,41326,0,2.0,3,3.0,0.4,98,0
8282,2,3,266,0,1,1,7,0,1,1,2,2,2,1,2,0,41326,0,23.0,2,5.2,0.6,3634,0
8283,2,1,266,0,2,1,6,7,2,1,1,1,2,1,1,0,41326,0,5.0,2,4.4,0.2,3634,0
8284,1,60,189,0,1,1,0,0,3,2,1,1,1,1,1,0,41330,0,5.0,4,4.2,0.2,88,0
8285,2,3,265,0,1,3,7,0,1,2,2,2,2,1,1,0,41326,0,3.0,1,1.7,0.4,1258,0
8286,2,1,299,0,3,2,5,6,2,2,1,1,1,1,3,50,41326,0,5.0,1,2.8,0.2,342,0
8287,1,2,307,0,2,1,0,0,2,2,2,2,2,1,1,0,41326,0,5.0,2,1.1,0.0,5927,1
8288,1,48,69,0,1,5,0,0,2,2,1,1,1,1,1,0,41326,0,5.0,4,0.9,0.2,41,0
8289,2,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41401,0,8.0,3,3.5,0.2,3634,0
8290,2,1,266,0,2,7,0,0,1,1,3,1,2,1,1,0,41326,0,2.0,1,4.2,0.6,3634,0
8291,1,2,307,307,3,1,2,0,2,1,2,2,2,1,6,0,41326,0,3.0,1,0.4,0.0,5927,1
8292,1,7,307,0,2,1,7,0,2,1,1,1,2,1,1,110,41326,0,4.0,3,0.8,0.4,5927,1
8293,1,2,307,0,2,2,7,0,2,3,1,1,2,1,1,0,41326,0,1.0,1,1.6,0.3,5927,1
8294,2,2,266,0,1,4,7,0,3,1,2,1,3,1,1,0,41326,0,5.0,2,0.0,0.0,3634,0
8295,1,1,307,0,1,2,0,0,1,1,2,2,2,1,1,0,41326,0,6.0,3,0.3,-0.3,5927,1
8296,2,2,299,0,1,3,7,0,2,1,2,1,2,1,1,0,41326,0,2.0,0,2.0,0.1,342,0
8297,2,16,252,0,2,3,7,0,3,2,1,1,1,1,1,0,41326,0,2.0,4,2.7,0.3,23,0
8298,2,24,266,0,2,1,2,7,1,1,1,1,1,1,1,0,41326,0,2.0,2,2.9,0.4,3634,0
8299,1,1,307,0,2,2,0,0,2,2,1,2,2,1,1,0,41326,0,2.0,2,0.9,0.9,5927,1
8300,1,5,103,307,2,1,2,0,2,2,3,3,2,1,1,0,41326,0,3.0,3,1.2,0.3,98,1
8301,1,72,103,0,2,1,2,0,3,2,2,1,1,1,1,0,41401,0,4.0,2,1.3,-0.1,98,0
8302,2,4,266,0,1,1,7,0,2,1,2,1,2,1,2,0,41326,0,5.0,1,2.3,0.2,3634,0
8303,2,12,303,265,2,4,6,0,2,2,1,1,1,1,1,0,41401,0,5.0,4,3.2,0.2,42,1
8304,1,120,307,307,2,2,0,0,1,1,3,3,3,1,1,0,41401,0,3.0,4,0.7,0.0,5927,1
8305,1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,5.0,1,1.5,0.7,5927,1
8306,2,7,247,300,1,1,2,0,2,1,3,3,3,2,1,0,41401,0,1.0,3,2.2,0.5,71,1
8307,1,2,307,307,1,5,0,0,2,1,1,1,2,1,1,100,41326,1,4.0,4,0.0,0.0,5927,1
8308,2,2,266,0,2,1,0,0,2,1,2,1,2,1,1,0,41326,0,12.0,3,8.8,0.4,3634,0
8309,2,12,266,0,3,1,2,6,2,2,2,2,2,1,3,0,41401,0,1.0,0,3.0,0.1,3634,0
8310,1,4,307,0,1,1,0,0,2,1,1,1,2,1,1,70,41401,0,5.0,4,2.1,0.4,5927,1
8311,1,3,307,0,2,5,0,0,2,2,1,3,2,1,1,0,41326,1,3.0,2,1.2,0.3,5927,1
8312,1,12,307,0,2,5,6,0,2,2,1,1,1,1,2,150,41401,0,8.0,4,1.0,0.5,5927,1
8313,2,6,266,0,1,3,0,0,1,1,1,1,1,2,1,0,41401,0,2.0,2,4.7,0.5,3634,0
8314,1,9,152,307,1,1,7,0,1,1,3,1,2,1,1,0,41325,0,3.0,2,2.5,0.3,67,1
8315,2,36,265,265,2,1,6,0,2,2,2,2,2,1,1,0,41401,0,5.0,2,0.0,0.0,1258,1
8316,1,24,189,0,1,1,0,0,4,2,1,1,1,1,1,0,41330,0,3.0,2,0.8,0.2,88,0
8317,1,2,307,0,1,7,0,0,2,2,1,1,2,1,1,0,41326,0,1.0,2,1.9,0.6,5927,1
8318,1,48,141,307,3,5,0,0,2,2,3,3,1,1,2,0,41327,0,3.0,4,1.6,0.0,205,1
8319,2,3,265,0,1,4,0,0,3,2,1,1,2,1,1,150,41326,0,3.0,2,1.9,0.1,1258,0
8320,2,5,266,0,2,2,7,0,1,1,2,2,2,1,1,100,41401,0,2.0,4,3.1,0.2,3634,0
8321,1,6,307,0,1,6,0,0,2,1,3,3,3,1,1,0,41330,0,0.0,4,1.1,0.1,5927,1
8322,1,48,307,307,2,1,2,7,2,2,3,3,3,1,9,200,41401,0,3.0,4,3.6,0.0,5927,1
8323,2,3,265,0,2,3,7,0,1,2,2,2,2,1,1,0,41326,0,5.0,2,0.2,0.2,1258,0
8324,2,2,266,0,2,3,7,0,1,1,2,2,2,1,1,80,41326,0,3.0,2,0.1,0.1,3634,0
8325,2,3,266,0,1,1,2,5,1,1,2,2,2,1,1,0,41326,0,12.0,2,1.1,0.0,3634,0
8326,1,3,307,307,1,1,2,5,2,1,2,2,2,1,1,0,41326,0,3.0,2,0.0,0.0,5927,1
8327,1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,1.0,2,0.0,0.0,5927,1
8328,2,5,299,0,2,1,6,7,1,3,1,1,3,1,1,0,41326,0,4.0,2,0.2,0.2,342,0
8329,2,4,265,0,2,6,0,0,2,2,2,2,2,1,1,0,41326,0,2.0,3,0.0,0.0,1258,0
8330,2,7,292,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,2.0,4,0.9,0.9,264,0
8331,2,48,266,0,2,5,7,0,2,1,1,1,1,1,1,0,41326,0,5.0,4,0.5,0.1,3634,0
8332,2,1,266,0,2,1,2,7,2,1,2,2,2,1,3,0,41326,0,3.0,1,2.6,0.5,3634,0
8333,1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,5.0,1,3.2,0.3,5927,1
8334,2,2,299,292,3,1,7,0,1,1,2,2,2,1,2,0,41330,0,1.0,4,0.7,0.1,342,1
8335,1,12,307,0,1,2,7,0,1,1,2,1,2,1,1,0,41336,0,2.0,2,4.1,0.3,5927,1
8336,1,3,307,0,1,2,0,0,2,2,2,1,2,1,1,0,41326,0,6.0,1,2.9,0.5,5927,1
8337,2,2,266,0,2,1,2,6,2,1,2,1,2,1,1,50,41326,1,6.0,2,6.8,0.3,3634,0
8338,2,12,266,0,2,3,0,0,2,1,3,3,3,1,1,0,41401,0,2.0,4,2.9,0.0,3634,0
8339,1,3,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41336,0,3.0,1,0.6,0.3,5927,1
8340,2,3,266,0,2,1,7,0,3,1,2,2,2,1,1,0,41401,0,4.0,1,1.5,0.3,3634,0
8341,1,6,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,1.0,3,0.2,0.0,5927,1
8342,1,1,307,0,1,1,0,0,1,1,2,2,2,1,1,0,41401,0,1.0,2,0.1,0.1,5927,1
8343,2,2,266,292,1,1,7,0,2,1,2,2,2,1,1,0,41325,0,1.0,2,0.8,0.8,3634,1
8344,2,36,266,0,2,1,4,5,2,1,2,2,2,1,1,0,41401,0,5.0,4,3.2,0.4,3634,0
8345,1,7,141,307,3,1,7,0,2,1,1,1,1,1,2,0,41326,0,8.0,3,7.7,0.2,205,1
8346,1,60,60,0,2,1,7,0,1,1,1,1,2,1,1,100,41327,0,6.0,1,6.1,0.3,37,0
8347,1,48,128,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,0,0.0,3,2.7,0.4,64,0
8348,1,11,179,0,2,4,0,0,2,2,2,1,2,1,1,0,41327,0,3.0,4,0.0,0.0,167,0
8349,1,18,307,0,1,2,4,0,2,1,3,3,3,1,1,0,41326,0,2.0,4,1.0,-0.3,5927,1
8350,2,3,265,299,2,1,6,7,1,2,2,2,2,1,1,0,41401,0,1.0,1,0.8,0.8,1258,1
8351,1,4,109,218,2,3,5,7,3,2,1,1,2,1,1,0,41326,1,21.0,3,0.8,0.1,151,1
8352,1,36,195,0,1,6,7,0,1,1,3,3,2,1,1,200,41326,0,2.0,1,2.7,0.3,69,0
8353,2,2,266,0,2,2,7,0,2,1,2,1,2,2,1,0,41326,0,5.0,2,7.8,0.2,3634,0
8354,2,1,265,266,2,1,3,7,1,2,2,1,2,1,1,50,41326,0,5.0,0,3.7,0.1,1258,1
8355,1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,50,41326,0,4.0,2,4.5,0.1,5927,1
8356,1,3,307,141,2,1,0,0,2,1,1,1,2,1,1,0,41326,0,13.0,4,4.6,0.4,5927,1
8357,2,7,265,0,1,1,2,0,2,2,2,1,2,1,1,30,41401,0,4.0,1,2.0,0.0,1258,0
8358,1,1,307,307,2,5,0,0,1,2,2,2,2,1,3,0,41330,0,4.0,4,0.2,0.2,5927,1
8359,1,2,307,307,1,1,7,0,2,2,1,1,2,1,1,0,41326,0,7.0,1,0.0,0.0,5927,1
8360,1,24,307,0,2,2,0,0,2,1,2,2,1,1,1,0,41327,0,1.0,4,6.3,0.1,5927,1
8361,1,2,307,0,2,1,7,0,2,1,2,1,2,1,1,5,41327,0,1.0,1,0.5,0.0,5927,1
8362,2,12,306,265,2,1,7,0,2,2,3,3,3,1,1,200,41401,0,5.0,3,3.6,0.2,56,1
8363,1,12,179,0,1,5,0,0,1,2,3,3,2,1,1,0,41326,0,1.0,1,2.9,0.3,167,0
8364,2,4,266,0,3,5,6,7,2,1,1,1,2,1,4,0,41326,0,6.0,2,1.1,0.3,3634,0
8365,1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,80,41327,0,1.0,4,0.3,0.0,5927,1
8366,1,6,307,0,2,5,0,0,2,1,1,1,2,1,1,0,41401,0,3.0,4,4.2,0.3,5927,1
8367,1,1,185,307,2,1,2,7,2,1,3,3,2,1,1,0,41326,0,4.0,3,1.3,0.3,5,1
8368,2,18,266,0,2,1,4,7,1,1,3,1,3,1,1,0,41401,0,2.0,3,0.9,0.9,3634,0
8369,2,8,266,0,3,1,6,0,1,1,1,1,3,1,4,0,41401,0,5.0,4,1.1,0.0,3634,0
8370,2,36,285,0,2,2,0,0,2,3,2,2,2,1,1,100,41326,0,1.0,1,0.7,0.0,221,0
8371,2,1,265,0,3,1,0,0,2,2,2,1,2,1,3,0,41327,0,4.0,4,0.2,-0.2,1258,0
8372,1,2,307,0,1,1,5,0,2,2,2,3,2,1,1,0,41401,0,5.0,4,1.6,0.3,5927,1
8373,2,2,266,0,1,6,7,0,2,1,1,1,2,1,1,70,41326,0,2.0,2,2.9,0.7,3634,0
8374,1,12,307,119,3,2,5,7,2,2,1,1,1,1,2,0,41330,0,4.0,2,0.9,0.9,5927,1
8375,2,4,266,0,1,2,0,0,2,1,2,1,2,1,1,0,41327,0,5.0,3,2.7,0.3,3634,0
8376,1,12,213,0,2,1,2,7,2,2,1,1,1,1,1,0,41326,0,3.0,3,2.2,0.3,89,0
8377,1,48,119,0,2,1,7,0,2,2,1,1,1,1,1,0,41326,0,0.0,2,4.6,0.3,37,0
8378,1,1,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41336,0,1.0,0,1.5,0.2,5927,1
8379,1,2,307,0,2,5,7,0,2,1,2,2,2,1,3,0,41401,0,2.0,2,3.1,0.3,5927,1
8380,2,8,266,299,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,1.0,4,2.3,0.1,3634,1
8381,1,2,26,307,2,1,2,0,4,1,1,1,2,1,1,0,41326,0,3.0,3,1.4,0.4,26,1
8382,1,2,20,141,3,2,5,7,1,1,2,2,1,1,2,0,41330,0,3.0,2,0.6,0.6,90,1
8383,2,3,266,0,2,6,7,0,2,2,2,1,2,1,1,0,41401,0,5.0,1,6.3,0.5,3634,0
8384,1,1,307,307,3,1,2,7,2,2,2,2,2,1,3,0,41401,0,0.0,4,0.9,0.1,5927,1
8385,1,36,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,1.0,4,6.0,0.0,5927,1
8386,1,48,307,0,2,3,5,0,2,2,2,1,1,1,1,0,41325,0,1.0,4,1.5,0.2,5927,1
8387,1,4,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41330,0,11.0,4,2.4,0.6,5927,1
8388,1,32,307,128,2,2,7,0,2,1,1,2,1,1,1,0,41401,0,1.0,4,0.9,0.2,5927,1
8389,2,4,251,0,1,3,4,7,2,2,1,1,2,1,1,50,41401,2,5.0,2,4.1,0.3,34,0
8390,1,1,141,307,2,1,6,0,3,1,2,2,2,1,1,0,41326,0,4.0,1,2.2,0.0,205,1
8391,2,5,266,0,1,1,7,0,1,1,1,1,2,1,1,0,41326,0,11.0,2,2.6,0.3,3634,0
8392,2,5,264,0,1,3,0,0,2,2,2,1,2,1,1,50,41326,0,2.0,1,0.1,0.1,296,0
8393,1,29,205,0,2,2,3,7,1,2,1,1,2,1,1,0,41326,0,1.0,2,3.9,0.6,190,0
8394,1,12,76,307,2,1,7,0,2,1,1,1,1,1,1,0,41336,0,2.0,4,2.1,0.0,39,1
8395,2,24,265,265,2,3,4,0,3,2,2,2,3,1,1,0,41401,0,4.0,4,0.4,0.4,1258,1
8396,1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41332,0,3.0,1,2.1,0.3,5927,1
8397,2,2,265,0,2,3,6,7,2,2,1,1,2,1,1,0,41401,0,5.0,3,2.2,0.2,1258,0
8398,1,2,307,307,2,2,0,0,2,2,1,1,2,1,3,0,41326,0,5.0,1,1.0,0.1,5927,1
8399,2,1,265,0,3,2,6,7,2,2,2,2,2,1,2,0,41401,0,5.0,1,0.5,0.5,1258,0
8400,2,4,299,0,1,6,0,0,1,1,1,1,2,1,1,0,41326,0,3.0,1,1.9,0.3,342,0
8401,1,48,307,0,2,1,0,0,1,3,3,3,3,1,1,0,41326,0,1.0,3,1.3,0.6,5927,1
8402,1,2,307,0,2,1,2,7,2,2,2,1,2,1,1,100,41326,0,3.0,0,0.9,0.9,5927,1
8403,1,12,307,0,2,3,5,0,2,1,1,1,1,1,1,0,41326,0,1.0,4,1.8,0.2,5927,1
8404,2,0,266,0,2,1,0,0,1,1,2,2,2,1,1,0,41336,0,0.0,2,0.9,-0.2,3634,0
8405,2,1,266,0,1,1,2,6,2,1,2,2,2,1,1,0,41401,0,1.0,2,0.9,0.4,3634,0
8406,2,4,266,0,1,4,0,0,2,1,2,2,2,1,1,0,41401,0,3.0,1,2.4,0.6,3634,0
8407,2,1,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41326,0,6.0,3,1.6,0.5,3634,0
8408,2,2,299,0,3,1,3,7,2,1,2,2,2,1,5,0,41342,0,3.0,4,4.4,0.5,342,0
8409,1,24,307,0,2,1,2,0,2,2,1,1,1,1,1,0,41401,0,2.0,4,2.2,0.2,5927,1
8410,1,1,307,0,3,1,2,7,2,1,2,2,2,1,7,0,41326,0,8.0,1,0.3,0.3,5927,1
8411,2,4,266,266,3,2,4,6,1,1,1,1,2,1,4,0,41401,0,4.0,4,0.0,0.0,3634,1
8412,1,2,307,0,2,1,2,0,2,2,3,3,2,1,1,0,41326,0,2.0,3,1.3,0.3,5927,1
8413,1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,2.0,3,2.2,0.5,5927,1
8414,2,4,265,0,1,1,6,7,2,2,1,1,1,1,1,0,41401,0,10.0,4,6.0,0.6,1258,0
8415,1,12,307,0,1,2,3,7,3,1,1,1,2,1,1,0,41326,0,2.0,4,3.1,0.2,5927,1
8416,1,1,307,0,3,1,2,5,2,2,3,3,2,1,6,0,41326,0,2.0,3,1.1,0.3,5927,1
8417,2,2,266,0,2,1,2,7,1,1,1,1,2,1,5,0,41326,0,6.0,2,0.2,-0.2,3634,0
8418,2,1,265,0,1,6,7,0,2,2,2,2,2,1,1,0,41326,0,1.0,2,0.0,0.0,1258,0
8419,1,72,213,0,1,7,0,0,2,2,2,2,2,1,1,0,41326,0,2.0,4,1.8,0.4,89,0
8420,1,22,20,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,0,3.0,2,6.6,0.2,90,0
8421,2,1,242,0,1,2,7,0,2,3,1,1,2,1,1,400,41326,0,9.0,2,9.2,0.4,17,0
8422,2,1,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,0,1.0,3,1.3,0.3,3634,0
8423,1,0,307,307,1,7,0,0,2,1,1,1,2,1,1,0,41326,0,3.0,2,0.1,0.0,5927,1
8424,2,2,264,0,3,3,5,6,2,3,2,2,2,1,11,30,41326,0,6.0,4,1.4,0.2,296,0
8425,1,2,307,0,2,7,0,0,2,2,3,3,3,1,1,0,41324,0,1.0,4,0.0,0.0,5927,1
8426,2,2,266,0,1,1,7,0,1,1,3,3,3,1,1,0,41326,0,5.0,0,1.3,0.6,3634,0
8427,1,2,307,103,1,1,2,0,2,1,2,2,2,1,1,0,41326,0,1.0,1,0.1,-0.1,5927,1
8428,1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,8.0,3,6.3,0.3,5927,1
8429,2,1,266,299,3,1,2,6,2,1,2,1,2,1,3,0,41401,0,26.0,3,5.5,0.3,3634,1
8430,2,31,264,0,2,1,4,7,2,3,1,1,1,1,1,0,41401,0,2.0,2,1.4,0.7,296,0
8431,2,2,283,0,2,6,0,0,1,1,2,2,2,1,1,0,41326,0,3.0,4,0.3,0.0,73,0
8432,1,60,307,0,1,2,3,0,2,1,1,1,2,1,1,0,41326,0,1.0,1,1.9,0.0,5927,1
8433,2,3,266,0,2,2,3,5,1,1,2,2,2,1,1,0,41326,0,0.0,4,1.0,0.4,3634,0
8434,2,3,266,0,1,2,3,0,1,1,1,1,2,1,1,0,41326,0,6.0,3,4.5,0.3,3634,0
8435,2,2,266,0,2,2,5,6,1,1,2,2,2,1,3,0,41401,0,4.0,3,0.0,0.0,3634,0
8436,2,12,266,0,2,7,0,0,2,1,1,1,1,1,1,0,41401,0,2.0,3,0.9,0.4,3634,0
8437,1,18,307,0,1,1,0,0,2,1,1,1,2,1,1,100,41326,0,1.0,2,1.9,0.4,5927,1
8438,2,2,266,0,1,1,6,7,2,1,1,1,2,1,2,100,41326,0,30.0,3,8.4,0.3,3634,0
8439,1,2,307,0,2,2,0,0,2,2,2,1,2,1,1,0,41326,0,1.0,1,0.7,0.3,5927,1
8440,1,9,307,0,1,2,3,0,2,2,1,3,2,1,1,0,41326,0,3.0,2,4.7,0.1,5927,1
8441,2,17,266,0,1,4,0,0,2,1,1,1,2,1,1,0,41401,0,5.0,4,4.3,0.2,3634,0
8442,1,0,307,0,3,1,2,0,2,2,2,3,2,1,3,0,41336,0,1.0,1,0.0,0.0,5927,1
8443,2,3,266,0,2,1,2,7,1,1,2,2,2,1,1,0,41401,0,1.0,2,1.0,0.3,3634,0
8444,1,2,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,3.0,4,1.3,0.2,5927,1
8445,2,3,266,0,1,1,6,7,2,1,1,1,2,1,2,0,41326,0,11.0,3,4.3,0.3,3634,0
8446,2,8,266,0,1,6,7,0,1,1,1,1,1,1,1,0,41401,0,2.0,2,1.3,0.0,3634,0
8447,2,2,266,0,2,1,6,0,1,1,2,2,2,1,1,0,41401,0,3.0,2,1.7,0.5,3634,0
8448,2,6,265,0,2,3,7,0,2,2,1,1,1,1,1,0,41326,0,13.0,0,5.4,0.6,1258,0
8449,2,2,283,0,3,1,7,0,1,1,3,3,3,1,5,0,41401,0,4.0,4,0.2,0.2,73,0
8450,1,1,307,26,1,1,2,0,3,2,1,1,2,1,1,0,41326,0,4.0,2,3.1,0.3,5927,1
8451,1,3,307,307,3,1,2,6,2,2,2,2,2,2,4,0,41326,0,5.0,2,2.7,0.2,5927,1
8452,1,48,169,0,1,2,5,0,1,3,1,1,3,1,1,0,41401,0,1.0,3,2.1,0.7,18,0
8453,2,4,266,0,3,1,2,7,1,1,2,2,2,1,3,0,41326,0,3.0,4,0.7,0.7,3634,0
8454,1,1,307,0,3,1,7,0,2,1,2,1,2,1,5,0,41326,0,3.0,2,0.8,0.8,5927,1
8455,1,3,307,129,2,5,0,0,2,1,1,1,2,1,1,0,41326,0,1.0,2,1.1,0.3,5927,1
8456,2,3,300,0,2,7,0,0,2,2,2,2,2,1,1,0,41327,0,1.0,3,1.0,0.5,21,0
8457,2,36,280,264,1,1,2,0,4,3,1,1,1,1,2,200,41326,0,3.0,3,3.7,0.3,5,1
8458,2,5,266,0,2,3,4,7,2,1,2,1,2,1,1,10,41361,0,2.0,4,3.3,0.3,3634,0
8459,1,8,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,2.0,4,0.8,0.8,5927,1
8460,2,1,299,0,1,6,0,0,2,2,2,2,2,1,1,0,41401,0,3.0,2,2.0,0.1,342,0
8461,1,7,307,0,1,3,0,0,2,1,1,1,1,1,1,0,41401,0,2.0,3,3.5,0.3,5927,1
8462,2,5,264,264,2,2,5,6,2,2,1,1,1,1,2,30,41326,0,10.0,3,0.4,0.0,296,1
8463,1,2,307,307,1,2,0,0,2,1,1,1,2,1,1,100,41326,0,2.0,3,0.1,0.1,5927,1
8464,1,6,307,307,2,5,7,0,2,1,1,1,1,1,2,0,41332,0,3.0,4,3.2,0.6,5927,1
8465,2,48,266,0,1,5,7,0,2,1,2,2,1,3,1,0,41326,0,7.0,3,3.3,0.0,3634,0
